ImageX,ImageY,Band01,Band02,Band03,Band04,Band05,Band06,Band07,Band08,Band8A,Band09,Band11,Band12
4,117,8,14,21,31,42,49,54,59,64,84,65,62
4,118,7,15,21,30,36,42,46,51,53,83,65,52
4,119,5,11,17,27,34,41,46,52,55,81,60,54
4,120,6,13,19,28,33,38,42,48,48,83,66,49
4,121,7,14,21,29,35,45,49,56,58,83,65,57
4,122,6,14,20,30,37,44,48,56,57,90,72,57
4,123,4,9,15,20,29,34,39,46,47,81,66,47
4,124,0,4,10,13,23,46,52,62,61,64,40,62
4,125,5,10,16,22,31,44,50,58,58,82,56,59
5,1,16,9,8,6,13,26,31,34,35,22,14,34
5,2,0,3,5,3,8,23,27,32,29,13,7,31
5,3,16,11,14,16,26,29,31,37,44,51,45,36
5,4,8,13,10,9,10,18,21,24,46,18,12,24
5,5,0,3,5,3,8,25,31,35,35,11,6,34
5,6,1,4,7,7,13,28,33,38,37,22,13,38
5,7,2,4,7,8,14,26,30,35,34,30,17,35
5,8,1,5,7,9,13,26,29,33,34,26,15,33
5,9,1,5,8,8,14,26,30,35,34,29,17,35
5,10,2,5,7,8,14,27,31,35,34,33,20,35
5,11,0,3,5,4,9,26,30,34,33,14,7,33
5,12,0,3,5,4,9,23,27,30,30,14,7,30
5,13,0,3,6,5,10,24,29,32,32,17,9,32
5,14,2,4,7,7,13,26,30,32,36,25,15,35
5,15,2,3,6,5,11,24,28,31,34,19,12,33
5,16,2,4,6,7,12,25,30,33,33,21,14,33
5,17,2,4,6,6,10,24,27,31,33,20,12,31
5,18,4,6,10,12,21,33,38,44,43,46,29,44
5,19,3,4,7,8,13,25,30,34,38,23,14,33
5,20,2,3,5,5,8,17,20,23,29,16,11,22
5,21,3,4,6,7,16,27,31,33,40,32,20,36
5,22,4,5,8,9,17,27,31,35,43,32,20,38
5,23,2,3,6,6,9,22,27,29,30,17,10,30
5,24,6,8,12,16,23,33,37,42,47,52,35,44
5,25,7,10,15,19,26,32,36,39,57,63,43,43
5,26,8,12,18,24,33,45,51,58,66,80,52,61
5,27,10,15,20,28,36,45,50,58,68,86,58,60
5,28,9,15,21,29,35,44,50,60,63,79,51,60
5,29,9,15,21,29,36,42,48,55,53,76,52,55
5,30,4,8,7,1,1,0,0,0,0,0,1,0
5,31,4,7,7,1,1,0,0,0,0,1,1,0
5,32,4,7,7,1,1,0,0,0,0,1,1,0
5,33,6,10,14,19,26,33,38,43,42,50,33,45
5,34,7,12,18,22,28,37,41,48,46,53,37,49
5,35,6,10,13,18,24,31,35,40,48,50,34,42
5,36,6,12,16,22,29,37,42,47,49,64,40,50
5,37,5,10,14,20,27,33,37,44,44,56,37,46
5,38,9,15,21,29,37,46,51,58,65,80,49,61
5,39,7,10,14,19,25,31,35,45,44,51,35,43
5,40,6,10,15,21,27,36,40,48,47,60,38,50
5,41,5,10,14,18,25,31,35,42,41,47,32,41
5,42,5,10,13,16,24,36,41,46,46,51,33,47
5,43,4,9,13,16,24,38,43,50,50,47,29,50
5,44,7,13,18,24,32,42,47,54,55,66,48,55
5,45,9,15,22,28,36,45,50,56,56,66,51,56
5,46,6,11,14,21,27,33,39,46,47,65,43,48
5,47,8,14,18,23,29,35,39,46,46,72,52,46
5,48,7,10,15,21,27,34,38,45,44,57,36,45
5,49,14,22,28,32,36,42,45,52,48,56,42,48
5,50,10,16,21,25,33,44,48,52,50,68,49,53
5,51,10,15,21,30,34,41,47,54,53,64,52,54
5,52,8,14,21,27,36,46,52,59,64,78,51,60
5,53,6,12,18,25,31,38,43,49,58,60,42,49
5,54,6,10,15,21,26,35,39,45,55,52,36,47
5,55,6,11,16,22,31,43,48,55,61,64,41,56
5,56,6,13,19,24,32,46,51,57,61,70,46,57
5,57,7,11,16,23,31,43,49,56,65,68,41,59
5,58,3,8,13,18,22,30,35,42,43,42,28,41
5,59,5,10,16,17,30,55,63,71,73,68,40,71
5,60,6,12,17,23,34,50,57,65,69,73,44,65
5,61,7,13,19,26,34,49,56,65,69,76,46,66
5,62,8,13,18,24,33,47,54,61,69,77,49,63
5,63,5,10,14,19,28,39,45,50,50,52,33,53
5,64,4,9,14,18,27,38,43,50,52,50,30,49
5,65,6,12,18,22,30,43,49,57,54,57,36,57
5,66,6,10,16,16,27,43,49,58,61,55,35,58
5,67,8,13,19,23,33,47,53,58,60,76,50,60
5,68,7,14,20,25,33,51,58,66,65,71,44,66
5,69,8,13,17,22,31,47,53,58,60,72,47,60
5,70,10,13,20,25,34,50,57,64,67,76,50,66
5,71,12,18,25,35,48,63,69,78,80,74,49,80
5,72,9,13,19,25,35,47,53,59,62,76,50,61
5,73,8,14,20,23,34,50,58,67,66,76,50,68
5,74,8,11,16,22,30,43,50,56,57,72,46,58
5,75,9,14,19,24,33,46,53,60,60,79,52,60
5,76,8,11,17,20,30,46,52,59,59,67,44,61
5,77,13,21,29,40,46,56,62,69,68,91,66,70
5,78,11,18,26,33,42,55,61,68,67,82,58,68
5,79,10,16,24,30,39,56,62,70,70,80,57,71
5,80,9,14,21,28,38,53,61,71,70,78,50,72
5,81,10,18,26,34,41,54,61,68,68,82,54,68
5,82,14,23,34,48,54,61,66,71,73,93,66,76
5,83,13,21,28,40,45,48,52,58,59,88,66,60
5,84,8,14,20,26,35,52,59,67,68,73,49,68
5,85,9,14,21,27,35,52,60,67,66,71,47,69
5,86,11,15,21,24,34,49,54,60,58,67,48,59
5,87,17,22,32,38,45,57,62,67,65,73,60,69
5,88,21,25,37,50,52,55,58,61,63,78,69,61
5,89,19,18,26,33,35,46,49,52,55,61,55,53
5,90,3,8,14,18,28,38,43,50,48,55,39,46
5,91,14,15,24,27,39,57,60,62,60,62,50,64
5,92,16,23,31,37,41,55,61,66,68,74,58,67
5,93,3,10,17,21,33,54,62,70,71,76,47,72
5,94,6,16,24,34,41,52,57,67,65,86,64,66
5,95,4,14,22,34,40,48,53,61,61,83,57,63
5,96,12,24,35,45,54,63,69,86,84,86,62,78
5,97,0,5,11,18,28,45,52,61,61,72,45,61
5,98,4,12,21,34,42,51,58,67,66,87,56,67
5,99,6,16,24,37,42,47,52,60,60,92,68,60
5,100,9,19,29,41,52,67,75,86,84,90,60,85
5,101,9,19,28,42,50,55,60,68,67,96,66,68
5,102,6,13,20,28,38,56,63,71,69,87,58,72
5,103,10,23,33,49,56,63,69,77,77,102,68,77
5,104,6,16,24,35,46,62,69,77,76,91,61,78
5,105,6,16,23,33,37,53,59,67,66,88,65,67
5,106,7,19,30,45,51,56,62,72,71,96,64,71
5,107,2,7,14,21,29,44,50,57,57,71,44,58
5,108,10,23,34,50,56,62,68,77,76,104,73,76
5,109,10,22,33,48,55,62,68,76,76,101,71,77
5,110,10,22,32,48,55,62,67,76,77,104,74,77
5,111,8,18,27,39,49,59,64,73,72,91,61,73
5,112,5,15,22,34,39,45,51,60,57,91,65,60
5,113,8,19,29,43,47,62,68,77,75,86,58,76
5,114,12,22,32,47,56,64,69,78,79,91,62,79
5,115,5,13,21,28,37,52,58,66,62,81,58,65
5,116,5,14,21,32,39,43,48,54,54,83,58,56
5,117,7,16,24,36,43,50,54,62,63,91,64,61
5,118,6,14,20,25,33,44,49,54,55,78,54,56
5,119,6,13,19,18,25,14,13,11,0,1,1,6
5,120,5,13,19,25,35,49,56,64,64,77,52,65
5,121,5,11,18,23,35,50,56,63,63,87,57,64
5,122,8,17,24,36,41,50,54,61,61,95,74,63
5,123,5,10,16,21,32,50,57,65,65,76,54,65
5,124,4,10,15,22,28,33,38,45,43,74,68,46
5,125,6,12,19,26,36,50,56,63,63,88,57,64
6,1,16,20,20,21,25,32,34,40,47,67,64,39
6,2,3,3,5,3,9,24,28,31,38,17,9,31
6,3,11,13,15,17,22,28,31,36,49,51,44,36
6,4,7,13,16,19,27,37,42,49,46,55,45,47
6,5,3,7,10,12,18,32,39,46,42,34,21,45
6,6,0,3,5,4,10,26,30,34,34,15,8,34
6,7,0,4,6,5,12,26,29,33,33,22,12,34
6,8,2,5,8,10,16,25,30,34,36,35,22,35
6,9,1,3,5,4,9,23,27,29,32,17,10,30
6,10,2,7,9,14,18,25,30,36,36,42,25,36
6,11,1,4,6,6,11,25,29,33,33,18,11,33
6,12,1,4,6,5,11,27,31,35,33,16,9,34
6,13,0,3,6,5,11,25,30,33,33,20,11,33
6,14,2,4,8,8,16,30,35,37,37,29,17,39
6,15,3,5,8,9,15,25,29,31,34,25,18,33
6,16,3,4,7,8,14,25,29,35,34,24,15,35
6,17,2,4,7,9,15,28,33,38,35,27,17,38
6,18,3,5,9,11,18,29,34,37,39,37,24,39
6,19,8,11,16,21,31,43,47,55,59,70,48,55
6,20,4,6,9,10,18,29,35,39,42,37,25,40
6,21,4,5,8,11,17,26,31,32,38,33,22,37
6,22,8,11,16,22,31,40,45,48,59,65,42,54
6,23,4,6,10,13,17,28,33,35,44,35,24,38
6,24,7,10,14,19,24,33,37,44,54,52,40,44
6,25,10,14,18,24,34,43,47,52,59,73,53,54
6,26,10,14,19,25,35,47,52,59,67,84,58,61
6,27,9,14,19,26,34,46,50,58,62,77,53,59
6,28,6,10,15,22,29,36,41,51,49,66,42,50
6,29,4,7,7,1,0,0,0,0,1,1,1,0
6,30,4,8,7,1,1,0,0,0,0,1,1,0
6,31,7,12,17,23,27,34,39,48,49,52,36,47
6,32,7,10,15,20,29,39,45,51,58,52,34,53
6,33,7,10,13,17,23,30,34,37,45,51,35,41
6,34,10,15,20,28,35,43,48,55,64,81,53,56
6,35,7,10,15,22,30,36,41,46,51,64,41,50
6,36,8,10,14,21,26,32,36,46,52,56,37,45
6,37,7,12,18,24,33,44,49,58,66,68,45,58
6,38,6,10,13,19,26,33,38,43,47,58,37,46
6,39,6,11,15,22,30,38,43,50,57,64,41,52
6,40,6,11,15,22,27,35,39,49,58,59,38,48
6,41,7,12,16,23,29,38,43,52,50,70,44,53
6,42,6,11,16,22,30,43,48,54,56,69,45,56
6,43,6,11,16,21,30,42,48,54,53,68,46,56
6,44,6,12,16,22,30,45,50,59,56,68,46,58
6,45,5,11,15,21,29,39,44,51,51,67,44,53
6,46,5,11,15,22,29,38,44,51,52,67,42,54
6,47,6,12,16,23,29,34,39,46,47,67,47,46
6,48,6,11,15,20,26,34,39,44,45,65,46,45
6,49,8,11,16,20,29,38,44,49,46,46,33,49
6,50,11,15,21,23,31,42,46,52,47,52,40,49
6,51,10,14,20,25,30,39,46,47,54,47,34,49
6,52,9,10,14,16,24,34,38,39,45,42,32,42
6,53,8,14,22,25,35,47,54,61,69,76,47,63
6,54,9,15,22,25,33,43,49,58,63,66,42,56
6,55,7,12,17,23,32,44,51,57,66,69,46,60
6,56,6,12,17,24,32,43,49,58,63,69,43,57
6,57,8,14,19,25,34,45,51,59,63,70,47,59
6,58,4,9,15,21,30,42,49,56,62,62,37,58
6,59,6,9,14,19,29,41,46,54,65,63,36,56
6,60,5,11,17,22,32,44,49,54,56,64,40,58
6,61,4,9,14,19,26,37,42,48,49,51,33,50
6,62,6,9,15,19,30,43,50,57,63,64,38,57
6,63,5,9,15,20,31,39,45,49,56,58,36,54
6,64,5,9,14,19,26,39,44,51,53,51,32,50
6,65,6,10,17,21,31,50,59,67,67,63,37,68
6,66,6,9,15,21,27,39,43,53,51,52,32,53
6,67,6,10,15,20,29,43,49,58,60,67,40,58
6,68,8,12,18,21,33,52,59,66,70,73,43,69
6,69,7,13,19,22,34,47,53,61,59,69,47,61
6,70,9,13,18,23,34,52,59,66,65,75,50,66
6,71,9,13,18,22,32,53,60,66,67,71,47,68
6,72,8,12,17,22,29,46,52,55,58,69,44,59
6,73,10,16,24,27,38,54,59,64,65,82,57,66
6,74,10,15,23,27,35,48,52,61,58,78,53,59
6,75,8,12,17,23,30,41,47,54,53,72,47,54
6,76,9,13,17,23,29,36,42,47,50,74,50,50
6,77,13,24,32,46,52,59,64,72,70,94,70,72
6,78,7,13,20,26,38,51,58,65,61,76,51,67
6,79,25,38,49,59,63,65,70,74,70,101,96,75
6,80,20,25,32,45,50,54,59,67,65,88,64,68
6,81,12,19,27,36,43,54,58,65,62,73,58,65
6,82,24,29,38,47,51,54,56,60,60,90,82,63
6,83,13,21,29,35,41,44,49,57,57,79,63,56
6,84,14,22,30,43,50,55,60,68,68,85,64,68
6,85,7,12,18,24,31,42,47,54,54,71,47,56
6,86,10,19,27,39,45,49,53,59,61,85,69,59
6,87,30,40,52,60,64,69,69,73,73,90,79,71
6,88,8,14,24,33,42,58,65,73,70,85,60,74
6,89,1,3,9,11,15,22,25,28,25,27,17,27
6,90,5,8,14,20,30,40,44,42,56,52,37,51
6,91,6,9,16,21,34,53,58,62,65,72,51,64
6,92,4,11,18,21,33,52,60,67,66,77,53,67
6,93,5,14,22,30,38,57,65,74,72,83,57,74
6,94,9,18,25,34,40,51,59,66,63,88,59,68
6,95,3,10,17,22,32,47,54,61,62,77,52,62
6,96,5,15,24,33,40,54,60,68,69,79,52,70
6,97,9,19,28,43,47,52,57,66,66,96,70,66
6,98,8,18,27,41,45,51,56,63,65,95,72,64
6,99,3,10,15,23,32,46,53,62,61,85,53,63
6,100,6,11,19,22,30,46,52,58,59,76,53,59
6,101,5,12,19,25,31,47,53,60,60,81,57,60
6,102,1,7,14,19,30,46,53,64,61,79,49,63
6,103,6,18,29,42,51,66,73,84,83,91,60,84
6,104,2,7,14,19,30,52,58,66,66,77,49,66
6,105,7,18,26,37,43,55,63,76,69,89,61,73
6,106,5,14,22,34,40,50,55,63,62,89,65,63
6,107,8,19,28,39,49,55,62,70,75,94,65,70
6,108,7,17,26,37,43,57,61,70,70,91,60,69
6,109,9,19,29,43,51,58,64,73,73,97,70,72
6,110,8,17,27,38,46,58,64,74,72,87,59,72
6,111,11,23,34,49,58,68,75,83,85,92,62,85
6,112,7,15,23,31,40,50,55,64,63,87,59,63
6,113,4,11,18,22,30,45,50,58,57,72,52,58
6,114,3,8,13,21,29,42,48,56,54,72,49,55
6,115,6,18,27,40,46,53,58,67,65,91,64,67
6,116,7,15,22,30,37,45,49,56,57,85,59,56
6,117,11,23,33,48,56,60,65,74,76,97,67,74
6,118,7,15,21,31,38,48,53,59,61,88,65,61
6,119,13,11,18,27,36,46,51,54,52,78,52,55
6,120,6,11,18,24,35,52,59,66,65,84,58,66
6,121,7,15,23,37,42,50,55,61,61,88,58,62
6,122,5,12,19,27,36,51,58,65,64,87,57,67
6,123,7,14,21,29,39,54,61,70,70,83,53,70
6,124,10,16,24,33,42,57,64,72,73,82,54,73
6,125,7,13,21,26,37,60,69,77,77,81,52,78
7,1,15,20,16,13,14,19,19,21,32,30,26,22
7,2,23,31,34,39,44,46,46,49,56,78,75,52
7,3,13,17,15,17,18,20,20,26,44,48,48,25
7,4,11,13,13,15,20,30,33,36,47,42,35,37
7,5,5,9,13,17,22,37,43,50,49,42,26,49
7,6,0,3,5,4,10,25,30,33,34,15,7,33
7,7,0,3,5,4,10,24,29,33,33,18,10,32
7,8,1,6,9,7,11,21,25,28,32,21,12,27
7,9,1,3,5,5,10,23,27,30,29,16,9,30
7,10,0,3,6,6,10,23,28,32,31,20,11,31
7,11,1,5,7,7,12,25,29,33,32,22,13,32
7,12,2,5,8,9,15,27,30,35,37,30,18,35
7,13,3,5,8,8,15,26,30,34,38,28,16,36
7,14,4,7,11,14,18,28,30,36,36,41,27,37
7,15,2,5,8,10,16,29,34,39,39,32,19,38
7,16,3,4,6,7,11,24,29,34,37,21,14,33
7,17,3,7,10,12,17,28,33,38,38,35,25,38
7,18,8,11,17,23,31,41,46,55,56,68,45,55
7,19,7,12,16,21,28,40,45,55,51,58,38,53
7,20,11,17,23,29,34,45,50,57,62,77,58,58
7,21,5,8,12,15,23,30,35,38,45,50,33,42
7,22,1,3,5,5,11,23,28,31,34,20,12,32
7,23,10,14,20,26,35,48,54,61,63,85,63,62
7,24,11,16,20,28,33,47,50,54,55,68,52,54
7,25,9,14,18,23,31,40,44,52,55,73,52,50
7,26,6,9,12,12,20,33,38,40,44,39,25,44
7,27,5,7,11,14,20,33,38,43,47,42,27,43
7,28,5,8,9,1,1,0,0,0,3,1,1,0
7,29,9,14,18,25,32,36,41,46,56,73,50,47
7,30,9,12,16,22,31,39,43,48,56,60,40,50
7,31,10,15,20,26,34,44,50,57,62,68,43,58
7,32,7,12,16,20,28,35,40,44,50,48,33,45
7,33,6,9,12,17,24,30,33,38,49,48,33,41
7,34,6,9,12,16,23,31,35,40,51,51,34,43
7,35,7,10,15,21,26,35,39,47,58,61,39,49
7,36,1,2,4,4,10,9,11,10,22,2,1,9
7,37,7,12,16,23,29,36,40,48,54,65,42,48
7,38,9,13,19,26,34,45,51,59,63,80,52,60
7,39,6,10,15,21,28,37,43,51,53,63,39,52
7,40,5,10,15,21,30,39,46,53,56,66,40,57
7,41,5,9,13,20,26,33,37,46,47,54,34,45
7,42,5,10,14,21,27,34,39,47,48,66,39,49
7,43,4,9,12,17,23,29,33,40,39,51,35,41
7,44,8,15,22,30,38,50,56,63,62,70,48,63
7,45,9,15,21,27,35,51,58,66,65,70,49,66
7,46,8,17,26,36,45,54,62,71,67,82,54,72
7,47,8,15,21,29,37,47,53,61,63,79,50,62
7,48,7,14,19,28,32,37,42,49,51,76,50,49
7,49,9,11,15,19,25,32,36,41,40,38,32,40
7,50,8,12,16,21,27,37,43,48,48,51,36,49
7,51,8,12,17,22,28,37,41,47,48,51,32,48
7,52,22,28,31,37,40,43,45,54,49,77,60,49
7,53,15,13,18,24,32,41,44,50,49,59,45,50
7,54,9,14,19,23,27,32,35,43,42,55,42,41
7,55,9,15,19,25,32,46,51,58,60,74,45,60
7,56,9,16,22,31,37,47,52,59,64,80,50,61
7,57,6,11,17,21,30,45,52,62,64,70,43,61
7,58,9,16,21,28,36,53,59,68,67,82,53,67
7,59,5,9,14,20,29,39,45,53,61,62,37,55
7,60,6,13,19,26,34,46,52,61,64,75,48,61
7,61,5,11,16,21,31,46,53,62,66,64,37,63
7,62,5,9,14,19,28,41,45,53,58,50,31,54
7,63,5,9,15,20,29,42,46,58,57,52,32,54
7,64,5,10,16,20,28,40,45,55,50,50,30,53
7,65,6,10,16,18,28,45,52,57,59,54,31,58
7,66,6,9,16,16,26,43,51,58,58,48,30,61
7,67,6,8,14,17,25,34,39,41,53,41,28,45
7,68,6,10,15,19,29,46,52,59,62,69,41,63
7,69,6,10,15,20,28,53,61,68,71,65,38,69
7,70,7,10,16,17,29,58,66,73,69,70,43,74
7,71,10,16,22,27,35,44,49,54,57,68,55,56
7,72,9,15,22,26,36,50,56,60,59,70,48,63
7,73,15,15,21,25,36,53,58,64,61,68,49,64
7,74,18,23,28,32,37,50,55,57,57,65,49,60
7,75,10,11,14,18,25,34,37,42,44,46,35,40
7,76,16,20,25,31,38,46,51,57,52,67,56,56
7,77,14,22,26,31,31,37,42,48,52,43,40,43
7,78,20,29,36,43,45,47,51,59,57,68,63,54
7,79,14,14,18,23,29,38,43,49,49,55,40,48
7,80,16,18,23,29,35,43,46,51,55,69,47,53
7,81,12,24,33,46,52,57,62,68,67,87,68,69
7,82,12,15,20,26,31,40,45,55,53,68,45,55
7,83,14,20,28,38,42,47,52,59,58,83,71,58
7,84,14,23,31,43,48,52,56,62,62,87,72,63
7,85,9,14,19,25,32,46,52,58,57,70,47,59
7,86,12,16,22,29,36,43,48,51,49,62,51,50
7,87,18,27,34,41,43,48,52,55,57,73,69,54
7,88,22,25,34,41,48,54,58,62,64,79,67,62
7,89,4,11,19,21,34,61,69,77,77,68,46,76
7,90,7,14,20,31,39,47,52,55,54,70,49,57
7,91,9,22,35,53,57,67,73,82,78,96,69,81
7,92,2,8,14,18,27,40,46,53,54,66,42,54
7,93,7,16,25,33,44,60,65,74,73,82,57,74
7,94,6,13,20,27,38,51,58,66,65,79,53,66
7,95,5,13,22,28,37,58,65,73,72,78,51,73
7,96,1,7,15,20,31,51,59,64,66,73,47,67
7,97,5,12,21,27,35,55,62,69,70,79,53,70
7,98,8,15,23,33,46,56,63,72,69,82,54,73
7,99,4,11,16,22,31,49,56,62,65,79,53,63
7,100,5,11,18,25,33,45,50,56,61,82,52,58
7,101,8,18,27,42,48,54,61,69,71,98,68,69
7,102,5,13,20,27,37,54,62,71,70,83,56,69
7,103,2,11,17,25,30,60,67,76,71,78,54,74
7,104,6,14,20,29,36,47,53,60,59,88,61,61
7,105,3,10,16,22,32,46,52,60,59,79,51,61
7,106,3,9,16,21,33,52,59,69,66,81,54,68
7,107,9,17,24,33,38,48,51,57,60,91,68,59
7,108,8,20,30,41,50,62,67,76,75,90,61,76
7,109,10,21,30,44,49,57,64,72,72,95,68,73
7,110,8,18,27,38,45,55,60,68,67,91,64,68
7,111,8,18,27,38,45,58,65,74,72,89,63,73
7,112,6,13,20,28,35,51,57,62,63,79,57,64
7,113,4,10,17,21,31,47,53,60,60,73,52,60
7,114,5,12,19,25,33,46,51,59,55,70,57,59
7,115,5,12,18,24,33,47,53,60,62,86,60,61
7,116,7,16,23,32,38,44,49,56,56,88,65,56
7,117,7,15,22,31,40,58,62,70,69,87,61,70
7,118,5,13,20,28,35,49,55,62,63,84,59,63
7,119,5,13,19,27,34,47,53,59,59,83,62,60
7,120,6,13,21,27,35,49,54,61,62,86,58,62
7,121,6,13,20,28,37,50,57,64,65,90,61,66
7,122,8,17,25,39,44,49,54,62,63,97,74,62
7,123,6,13,21,28,39,52,59,68,68,88,59,69
7,124,8,15,24,35,41,54,59,69,69,84,59,68
7,125,5,10,16,24,31,48,56,64,64,79,53,67
8,1,25,30,33,37,38,40,41,47,60,76,78,46
8,2,15,20,16,14,15,17,18,20,29,32,31,20
8,3,13,15,18,21,24,34,37,42,48,56,53,43
8,4,13,13,15,18,22,32,37,43,47,51,51,41
8,5,2,5,9,9,15,27,32,36,38,28,17,36
8,6,1,4,7,7,12,27,31,35,35,22,13,35
8,7,0,3,5,4,10,24,28,31,31,18,9,32
8,8,1,3,6,4,10,24,29,33,33,17,10,34
8,9,1,4,6,5,10,23,27,31,33,20,12,31
8,10,1,4,6,6,10,23,27,29,31,19,11,30
8,11,1,4,6,6,11,25,30,35,32,21,12,34
8,12,2,4,7,7,12,26,30,35,34,23,14,34
8,13,3,5,8,9,12,25,29,32,34,26,16,33
8,14,3,6,9,12,18,28,33,37,37,36,24,38
8,15,4,11,14,19,25,35,39,43,45,48,36,44
8,16,6,9,13,18,22,30,34,44,48,54,35,42
8,17,4,7,11,15,17,28,33,37,45,37,24,38
8,18,5,10,14,18,25,37,42,50,49,52,36,48
8,19,9,17,22,27,33,45,49,56,59,68,45,58
8,20,8,12,17,23,33,44,50,56,61,75,50,58
8,21,7,10,15,19,29,41,45,54,59,63,45,52
8,22,10,14,18,23,30,38,42,50,51,76,56,49
8,23,9,13,19,25,34,43,48,55,54,69,49,57
8,24,9,12,17,23,30,38,42,48,49,61,44,49
8,25,8,10,15,22,30,39,44,49,54,62,45,50
8,26,8,13,18,25,31,39,45,51,59,71,47,52
8,27,10,15,19,26,33,41,45,52,55,73,49,52
8,28,9,13,18,25,32,38,42,50,56,74,51,50
8,29,7,12,16,25,31,39,43,51,52,69,46,50
8,30,7,11,15,18,24,33,37,42,44,45,31,42
8,31,5,9,14,18,24,32,38,42,46,48,33,44
8,32,4,9,13,19,25,37,44,50,50,53,34,52
8,33,7,9,13,18,26,35,38,44,56,58,43,45
8,34,8,12,16,23,32,40,45,52,61,71,47,53
8,35,9,13,18,25,34,43,49,56,64,76,50,58
8,36,10,16,22,30,37,48,54,62,66,85,59,63
8,37,6,11,15,22,29,38,44,52,59,58,37,53
8,38,6,9,13,19,26,34,39,44,47,58,37,48
8,39,7,11,18,25,37,53,60,68,73,76,45,70
8,40,5,11,16,23,31,42,48,58,57,68,42,59
8,41,5,9,13,19,27,34,40,46,47,57,34,50
8,42,7,12,17,24,32,40,45,53,57,74,46,54
8,43,5,10,14,20,27,34,40,48,48,62,38,48
8,44,5,9,12,17,22,28,32,38,43,52,33,39
8,45,7,16,23,32,40,49,55,62,63,71,48,64
8,46,8,18,27,40,48,56,63,71,71,82,56,73
8,47,7,12,17,26,33,43,49,57,56,77,46,59
8,48,6,12,18,25,33,48,54,61,61,75,46,62
8,49,5,9,13,18,25,33,38,45,44,53,33,45
8,50,6,12,17,24,30,40,44,53,51,72,45,53
8,51,4,10,14,21,27,34,40,48,47,61,39,49
8,52,8,13,18,22,26,36,39,43,46,46,38,45
8,53,13,16,19,23,34,41,42,47,54,57,48,46
8,54,13,19,24,32,33,40,45,48,50,71,56,51
8,55,6,11,16,21,31,39,44,51,49,72,45,55
8,56,8,14,20,27,34,40,46,54,54,72,51,55
8,57,6,15,21,26,33,47,52,58,61,76,51,58
8,58,7,12,18,23,33,46,52,59,63,76,46,60
8,59,6,11,16,23,32,42,48,55,61,72,46,57
8,60,4,8,15,14,27,56,65,74,76,70,40,73
8,61,10,19,28,35,43,56,61,70,71,84,56,70
8,62,10,16,24,26,38,54,59,67,70,70,47,68
8,63,6,12,18,21,32,44,49,55,61,65,39,58
8,64,7,12,18,24,34,46,51,58,68,65,43,59
8,65,7,10,16,16,28,55,63,69,67,57,33,72
8,66,5,8,14,18,27,41,48,56,52,42,26,56
8,67,5,9,14,18,25,35,39,43,47,44,28,46
8,68,6,9,15,19,28,42,48,58,55,53,31,57
8,69,7,13,19,22,34,51,57,63,65,72,46,65
8,70,9,13,19,25,35,45,50,53,57,71,48,54
8,71,25,35,47,56,56,57,60,67,63,87,82,62
8,72,31,40,51,61,63,64,66,74,65,91,89,69
8,73,12,12,18,23,35,46,50,55,58,66,49,58
8,74,11,16,22,26,32,44,49,54,56,50,42,52
8,75,18,27,33,39,43,50,53,58,58,77,63,57
8,76,18,21,27,31,37,44,48,51,50,52,44,50
8,77,12,11,15,17,24,34,38,42,44,43,33,42
8,78,12,19,25,26,33,40,43,50,45,51,41,49
8,79,15,13,17,23,29,38,43,45,49,60,45,45
8,80,11,14,20,24,30,45,50,55,52,60,43,55
8,81,13,17,21,24,31,42,48,54,54,62,46,53
8,82,12,17,22,24,31,46,52,55,54,62,43,56
8,83,13,16,23,26,37,54,61,65,69,73,49,67
8,84,8,13,18,22,31,42,47,53,53,68,46,55
8,85,7,11,16,20,28,43,49,54,53,53,35,58
8,86,9,13,19,21,30,45,49,56,58,62,44,53
8,87,5,7,13,18,28,45,51,56,59,70,48,58
8,88,9,14,20,24,32,41,46,52,49,56,43,50
8,89,11,12,19,23,28,45,50,59,57,59,41,56
8,90,3,8,14,22,30,43,49,57,58,67,44,58
8,91,1,7,12,18,25,35,41,47,51,67,44,50
8,92,2,6,11,19,25,42,46,55,54,60,37,56
8,93,8,18,28,41,48,67,75,84,78,86,59,85
8,94,5,13,21,26,37,53,58,68,66,76,57,66
8,95,9,22,33,45,50,60,69,80,77,84,60,78
8,96,2,8,16,18,31,53,62,71,68,73,45,70
8,97,5,15,23,31,38,50,56,67,67,81,51,64
8,98,4,10,17,24,33,66,79,85,82,76,48,86
8,99,2,7,13,17,27,58,66,77,72,66,51,76
8,100,4,12,18,26,36,46,52,61,59,86,56,61
8,101,4,12,19,28,36,47,53,61,62,79,55,62
8,102,19,31,45,66,78,84,91,100,100,101,67,100
8,103,7,17,24,37,42,48,53,61,60,91,64,61
8,104,7,18,26,37,43,48,54,62,60,88,69,62
8,105,5,15,23,28,38,49,54,62,62,82,54,62
8,106,3,13,21,28,39,61,71,81,80,74,49,80
8,107,7,14,22,27,35,50,55,61,63,82,59,62
8,108,6,16,25,35,41,56,61,68,70,85,56,70
8,109,11,22,31,46,51,61,66,78,75,94,64,74
8,110,9,20,28,40,46,52,57,63,62,95,72,64
8,111,7,14,23,29,40,59,67,74,74,85,58,75
8,112,5,13,18,27,34,48,54,62,60,86,55,63
8,113,5,12,18,23,31,45,51,58,59,80,56,58
