ImageX,ImageY,Band01,Band02,Band03,Band04,Band05,Band06,Band07,Band08,Band8A,Band09,Band11,Band12
41,112,9,18,27,40,46,53,58,64,65,89,64,65
41,113,10,19,28,42,50,55,59,66,68,96,75,69
41,114,7,21,32,51,58,65,71,78,78,98,69,81
41,115,7,16,24,38,43,53,59,65,65,87,62,68
41,116,4,11,18,26,34,44,49,57,61,78,55,58
41,117,4,11,17,24,33,44,50,55,57,84,60,58
41,118,8,17,23,30,37,48,51,58,58,87,66,59
41,119,0,4,10,8,21,63,76,83,86,55,34,82
41,120,6,12,20,25,35,51,57,63,63,83,62,65
41,121,17,31,44,67,75,80,87,99,94,99,70,98
41,122,11,20,28,40,45,52,57,62,64,96,74,64
41,123,14,22,32,45,51,54,58,64,67,96,76,66
41,124,13,24,34,49,54,58,63,70,71,96,75,71
41,125,5,12,19,29,35,38,42,49,50,82,74,50
42,1,1,3,5,4,10,26,31,34,36,16,9,34
42,2,0,3,6,4,11,29,33,37,37,17,9,36
42,3,1,4,6,5,12,27,32,36,36,19,11,35
42,4,1,3,6,4,11,33,39,42,40,16,7,42
42,5,5,7,9,11,18,28,32,37,39,41,28,37
42,6,5,4,7,6,15,29,34,35,41,27,15,38
42,7,9,13,14,17,21,32,37,39,47,54,39,41
42,8,12,15,16,17,23,33,37,40,44,45,35,42
42,9,38,41,45,48,43,46,49,58,73,88,84,53
42,10,26,26,20,16,18,16,18,15,45,24,24,17
42,11,15,20,24,28,29,35,39,42,43,56,54,44
42,12,27,32,36,41,45,47,49,55,67,84,85,54
42,13,2,3,5,4,11,31,37,37,45,14,9,41
42,14,3,5,7,7,15,35,42,46,45,25,16,46
42,15,16,19,24,29,33,42,44,45,52,64,60,48
42,16,22,26,26,25,25,26,28,30,54,42,40,29
42,17,25,28,32,36,40,44,47,52,62,78,74,53
42,18,2,11,13,14,22,30,34,36,37,38,29,39
42,19,1,2,5,3,9,25,30,32,33,12,6,32
42,20,1,3,6,5,12,29,34,37,36,18,9,37
42,21,1,3,5,5,10,24,28,32,33,18,10,31
42,22,1,3,5,5,11,26,30,33,35,17,10,33
42,23,1,4,7,5,13,29,35,39,40,18,10,40
42,24,1,3,6,4,11,29,33,36,38,14,7,37
42,25,1,3,6,6,10,26,31,33,37,19,10,34
42,26,1,3,5,5,11,27,31,34,35,18,10,34
42,27,3,4,8,8,14,30,35,38,39,27,16,39
42,28,1,3,6,5,11,27,32,35,35,18,10,35
42,29,1,3,6,5,11,27,31,34,35,18,9,34
42,30,0,3,6,5,11,29,34,37,37,19,10,38
42,31,4,7,10,12,19,30,35,42,43,38,23,39
42,32,1,3,6,7,12,25,29,31,35,24,14,33
42,33,1,4,7,8,14,29,33,37,39,29,16,38
42,34,2,5,8,9,15,30,33,40,38,30,19,38
42,35,2,4,6,7,12,23,28,31,35,21,13,32
42,36,1,3,5,5,11,25,30,33,35,22,14,33
42,37,0,3,5,5,11,26,31,35,35,20,12,34
42,38,1,3,6,7,14,29,34,39,39,30,15,39
42,39,0,3,6,6,13,30,34,39,39,24,13,39
42,40,0,4,8,8,16,31,37,44,44,30,16,43
42,41,2,7,10,14,21,30,36,44,42,47,27,44
42,42,4,8,12,16,23,35,41,48,48,51,31,50
42,43,1,5,10,13,19,30,34,41,36,40,23,40
42,44,1,6,11,14,20,28,32,37,36,42,26,37
42,45,3,7,12,16,22,32,37,43,44,48,31,45
42,46,3,7,11,16,26,36,41,46,48,56,36,48
42,47,4,9,13,18,27,37,42,47,54,57,37,49
42,48,4,10,14,20,29,40,45,51,55,66,40,54
42,49,3,8,13,17,23,32,36,43,42,45,28,43
42,50,1,3,6,7,13,22,25,27,31,26,17,29
42,51,4,10,15,21,30,43,50,58,65,71,43,59
42,52,2,8,12,17,25,32,35,39,44,46,29,42
42,53,3,9,13,20,28,37,43,52,62,71,40,54
42,54,1,3,6,7,11,19,22,24,26,26,17,25
42,55,5,12,17,24,31,44,49,62,58,69,41,60
42,56,1,3,5,6,10,18,22,25,27,22,14,26
42,57,2,4,8,9,12,22,26,32,34,27,16,30
42,58,4,6,9,12,18,29,33,38,46,37,24,39
42,59,5,9,14,19,29,40,45,53,58,64,41,56
42,60,7,11,17,23,35,51,60,69,75,76,47,71
42,61,6,11,18,22,32,54,63,72,75,69,44,72
42,62,7,11,16,23,31,43,50,56,60,65,40,59
42,63,1,4,6,7,11,21,24,26,30,26,17,27
42,64,5,10,16,20,30,52,61,68,74,64,39,69
42,65,6,10,16,23,33,41,46,51,56,57,35,55
42,66,5,9,12,17,22,32,38,41,48,43,29,44
42,67,5,8,13,18,26,35,40,46,50,48,31,48
42,68,4,9,13,19,27,37,43,46,51,46,30,50
42,69,6,10,17,21,30,44,49,59,57,59,36,57
42,70,5,9,13,18,26,40,45,51,58,47,30,54
42,71,7,10,17,21,31,48,55,62,67,70,43,65
42,72,6,10,15,17,29,48,56,66,69,67,41,65
42,73,7,11,16,22,32,43,50,57,65,75,46,60
42,74,5,10,15,21,31,48,55,63,70,70,41,63
42,75,7,11,17,25,35,47,54,61,67,76,46,63
42,76,10,16,22,30,39,53,61,68,69,78,55,70
42,77,6,11,16,21,32,45,53,60,60,69,41,61
42,78,7,12,18,24,34,48,55,62,65,73,46,65
42,79,9,11,17,21,31,48,52,57,60,66,46,59
42,80,13,18,23,26,29,38,40,45,42,45,38,44
42,81,9,14,19,25,34,43,48,54,54,78,53,54
42,82,6,10,14,21,28,37,41,49,47,59,37,50
42,83,12,15,18,21,23,33,36,38,39,38,30,37
42,84,11,14,18,26,32,44,47,52,50,50,41,51
42,85,7,11,17,24,30,39,41,46,49,56,44,46
42,86,0,5,10,16,27,35,40,47,44,55,34,50
42,87,5,13,18,23,29,37,43,47,48,47,36,47
42,88,7,13,21,26,32,44,48,55,52,63,48,55
42,89,15,19,24,29,36,41,43,44,46,47,43,44
42,90,15,21,28,33,39,44,47,54,55,58,52,51
42,91,6,19,30,45,48,55,59,71,66,91,70,70
42,92,3,7,13,18,26,40,47,53,55,73,53,54
42,93,5,12,17,26,35,49,56,64,61,90,63,65
42,94,5,12,18,26,33,41,47,54,56,82,55,57
42,95,9,22,32,48,53,57,62,71,70,104,77,71
42,96,8,15,21,31,37,41,45,53,53,83,69,54
42,97,7,18,27,42,47,52,58,66,72,99,69,67
42,98,6,13,19,28,35,44,49,54,54,82,59,58
42,99,7,14,20,29,33,40,43,51,50,84,66,50
42,100,15,29,41,59,66,71,76,87,86,105,75,86
42,101,6,16,24,37,41,46,52,60,61,91,73,62
42,102,8,17,25,38,47,51,57,66,64,90,68,66
42,103,12,24,35,49,60,74,81,91,85,91,62,90
42,104,6,19,28,42,47,52,56,65,62,95,69,64
42,105,8,18,25,38,43,47,50,58,57,93,73,58
42,106,8,18,25,37,43,46,51,58,58,93,71,59
42,107,13,23,33,48,58,79,87,97,93,95,61,96
42,108,7,18,25,39,42,50,54,64,63,86,65,66
42,109,7,15,21,32,39,45,52,60,60,88,63,61
42,110,6,12,18,27,37,47,53,58,61,82,56,61
42,111,5,11,16,22,30,43,48,55,56,88,59,56
42,112,11,22,32,45,51,55,60,67,68,103,77,68
42,113,11,21,31,45,50,56,62,69,70,99,77,70
42,114,13,19,28,38,51,65,71,77,79,89,65,80
42,115,12,22,31,41,51,63,70,79,76,96,70,78
42,116,11,19,26,38,44,48,52,58,61,94,77,62
42,117,18,31,43,64,71,76,83,91,93,99,70,92
42,118,5,11,18,25,32,49,57,66,61,82,54,66
42,119,5,9,16,22,29,43,49,57,58,77,55,57
42,120,10,20,31,48,54,59,65,73,72,103,73,74
42,121,15,25,37,52,63,70,77,87,88,95,68,88
42,122,11,22,30,45,49,53,57,66,65,100,76,65
42,123,12,23,32,47,53,59,65,73,73,100,74,75
42,124,14,27,39,61,67,73,81,93,95,102,71,94
42,125,6,12,18,23,31,49,55,62,61,80,58,63
43,1,0,3,5,3,9,26,31,35,36,14,7,34
43,2,0,3,6,4,11,31,35,38,38,15,8,38
43,3,0,3,6,4,11,31,37,40,39,15,7,39
43,4,1,3,6,4,11,33,38,42,41,14,7,42
43,5,5,5,9,7,16,35,39,42,41,29,18,44
43,6,3,5,8,10,16,28,33,35,37,35,22,37
43,7,2,4,7,6,15,35,40,43,47,25,14,44
43,8,16,17,20,24,29,37,40,42,54,62,48,46
43,9,20,20,22,25,27,32,33,34,43,53,48,36
43,10,24,26,26,31,31,34,36,38,47,51,52,39
43,11,30,27,26,29,32,35,38,42,53,61,55,45
43,12,17,16,14,10,11,19,24,24,42,20,18,27
43,13,12,16,17,17,21,34,41,45,51,36,28,46
43,14,16,19,17,20,24,33,36,42,51,49,41,42
43,15,2,3,6,4,11,33,41,43,44,19,11,45
43,16,19,21,28,36,40,43,47,51,56,79,75,51
43,17,5,6,10,11,16,35,41,43,52,32,22,45
43,18,0,3,5,4,9,25,31,34,35,13,7,34
43,19,1,2,5,3,9,26,32,33,34,11,6,34
43,20,1,3,5,4,11,26,31,34,33,16,9,33
43,21,1,3,6,6,13,27,32,34,36,20,11,37
43,22,0,3,5,3,10,27,30,33,35,12,6,33
43,23,1,3,5,3,9,26,31,33,36,9,5,33
43,24,1,3,5,3,10,29,34,34,41,11,6,37
43,25,1,3,6,4,11,29,34,37,37,17,9,38
43,26,0,3,5,4,9,27,31,34,36,15,8,35
43,27,2,3,6,4,9,22,26,30,36,16,9,28
43,28,1,3,5,4,10,23,28,30,34,17,9,31
43,29,2,3,6,6,12,27,32,35,35,23,13,35
43,30,0,2,5,5,11,24,29,32,34,19,10,32
43,31,4,5,8,11,19,32,38,38,44,40,25,43
43,32,3,6,10,13,20,31,35,40,44,41,25,41
43,33,2,6,9,11,16,28,33,39,36,33,21,39
43,34,3,8,12,15,18,30,34,40,40,35,26,40
43,35,0,3,7,7,13,25,30,33,35,25,15,34
43,36,1,5,8,10,18,29,35,38,38,32,19,39
43,37,2,7,10,13,20,35,42,48,47,41,24,48
43,38,1,4,8,9,16,35,40,46,44,33,18,46
43,39,3,6,10,12,20,33,39,43,45,40,23,45
43,40,2,5,9,11,17,30,35,38,37,40,24,40
43,41,0,3,7,6,15,38,46,52,51,26,14,52
43,42,1,5,9,12,18,31,37,44,43,41,24,42
43,43,3,7,11,14,22,33,38,43,43,45,27,44
43,44,0,4,7,8,14,26,30,37,36,28,17,34
43,45,3,6,9,12,17,28,33,40,39,33,22,37
43,46,2,6,8,11,18,29,33,34,42,34,21,38
43,47,3,7,11,17,25,34,39,48,41,51,33,48
43,48,3,8,13,20,28,39,45,53,56,65,38,55
43,49,2,8,12,15,22,34,39,45,43,46,28,46
43,50,1,6,10,13,20,29,33,41,39,40,25,38
43,51,4,10,15,21,26,35,40,50,51,55,35,48
43,52,4,11,17,22,31,44,49,58,59,74,46,59
43,53,3,6,9,13,19,26,29,34,38,35,23,34
43,54,4,10,14,19,24,32,37,45,45,53,34,45
43,55,5,10,14,21,30,40,46,54,57,74,44,56
43,56,1,3,5,5,9,19,23,25,28,19,12,25
43,57,2,4,6,8,13,22,26,30,34,26,15,31
43,58,3,5,9,11,18,27,30,34,38,30,19,36
43,59,6,10,16,21,32,52,60,67,73,70,41,68
43,60,5,8,13,18,28,43,50,58,67,69,40,60
43,61,5,8,14,17,27,38,44,57,60,60,34,55
43,62,7,13,18,24,35,48,54,63,66,79,51,63
43,63,8,13,18,24,35,48,54,64,69,82,53,63
43,64,6,10,16,22,32,46,52,62,71,68,40,65
43,65,6,10,15,22,29,39,45,46,51,52,34,54
43,66,6,11,17,24,32,44,51,57,62,65,40,60
43,67,4,8,13,20,27,36,41,46,46,50,32,49
43,68,5,10,15,22,31,41,46,57,62,62,37,57
43,69,6,11,16,25,33,42,48,57,65,75,44,59
43,70,7,12,17,26,35,44,51,62,69,80,47,63
43,71,8,15,22,30,36,55,62,70,71,71,47,73
43,72,8,13,19,26,35,51,57,66,75,82,52,67
43,73,7,12,17,26,35,46,53,61,69,75,46,64
43,74,0,0,2,2,4,3,4,3,5,3,2,3
43,75,4,10,14,20,28,35,41,47,34,56,34,51
43,76,7,11,16,21,30,42,48,54,58,62,40,55
43,77,8,13,19,25,33,46,51,60,60,69,46,62
43,78,7,12,19,22,35,55,62,70,69,72,44,70
43,79,7,11,15,22,28,37,42,48,52,67,43,51
43,80,9,14,20,30,34,40,44,50,54,78,57,52
43,81,17,23,29,33,36,46,51,57,57,71,60,57
43,82,5,11,15,23,30,38,43,50,51,64,41,52
43,83,12,16,20,25,27,36,40,44,40,44,37,45
43,84,11,14,20,25,36,48,53,59,58,72,48,60
43,85,2,7,13,20,28,37,42,51,52,72,47,51
43,86,12,19,26,36,43,50,55,64,58,78,62,59
43,87,6,15,20,23,26,35,40,42,46,40,33,43
43,88,7,15,22,26,29,35,38,44,44,44,35,41
43,89,12,20,27,32,38,46,51,56,55,69,55,55
43,90,13,21,31,44,49,52,57,64,64,104,100,64
43,91,11,23,32,42,45,48,51,57,57,87,74,57
43,92,5,15,24,37,48,53,58,73,76,87,57,68
43,93,16,27,38,55,62,67,72,79,83,96,69,81
43,94,5,12,18,26,33,42,47,54,55,82,54,55
43,95,6,16,24,41,48,55,61,69,66,88,61,69
43,96,7,16,23,35,45,52,60,67,67,91,65,69
43,97,8,20,30,47,54,59,64,72,70,100,69,73
43,98,8,19,28,39,39,43,48,60,55,91,66,56
43,99,8,15,22,32,38,43,48,53,52,86,66,55
43,100,8,20,28,42,48,55,60,71,69,95,68,70
43,101,6,15,22,35,39,44,50,55,56,86,64,57
43,102,9,17,24,36,43,47,51,59,58,88,70,58
43,103,17,30,42,62,69,74,81,92,94,101,72,91
43,104,16,30,42,63,71,76,82,92,92,98,69,93
43,105,9,18,26,38,44,47,51,57,60,97,79,58
43,106,6,16,24,36,42,45,49,57,53,91,76,57
43,107,5,15,23,34,42,53,58,63,66,90,63,66
43,108,5,12,19,27,36,51,56,65,65,79,48,64
43,109,9,18,27,40,48,52,57,63,65,87,64,65
43,110,11,20,28,41,45,49,53,61,60,91,71,61
43,111,10,17,24,37,44,48,52,56,59,91,74,62
43,112,5,10,15,26,34,39,44,53,55,82,57,54
43,113,9,15,22,28,36,49,55,62,61,84,57,63
43,114,9,17,24,35,39,43,47,54,52,93,77,53
43,115,10,17,24,35,42,49,54,63,63,93,72,63
43,116,11,19,27,34,43,58,64,72,71,100,74,72
43,117,15,26,36,55,63,68,74,82,83,98,69,84
43,118,10,21,31,47,55,63,68,77,79,97,68,80
43,119,8,19,29,43,48,51,55,62,60,88,70,63
43,120,11,17,25,36,41,52,56,64,65,97,70,64
43,121,12,21,29,44,51,55,60,67,68,91,69,69
43,122,7,15,23,35,42,50,55,60,63,89,67,63
43,123,12,22,33,50,58,64,70,77,80,104,71,79
43,124,11,24,38,60,67,72,78,87,86,107,72,88
43,125,6,12,18,24,31,47,54,59,59,84,61,60
44,1,1,4,5,3,8,20,23,25,33,12,6,25
44,2,0,7,4,3,5,10,13,12,12,7,6,12
44,3,1,4,7,3,12,37,45,51,53,12,6,51
44,4,2,4,7,4,11,35,42,48,46,13,6,46
44,5,1,3,5,3,9,26,31,35,35,12,6,34
44,6,1,3,6,4,11,30,35,39,38,16,8,39
44,7,1,3,6,5,12,32,38,41,40,19,10,41
44,8,4,5,7,7,13,30,34,38,40,24,16,38
44,9,25,27,32,38,41,45,48,56,59,67,64,51
44,10,35,31,32,33,37,39,41,41,51,64,64,44
44,11,26,31,36,40,42,43,44,47,52,71,71,48
44,12,32,26,29,37,44,48,52,55,64,71,69,59
44,13,21,24,29,35,40,43,47,52,54,83,76,55
44,14,32,34,31,36,42,44,47,47,59,83,79,53
44,15,17,22,24,29,33,35,39,42,49,70,69,43
44,16,22,24,27,32,36,38,40,43,52,72,71,44
44,17,23,23,19,16,19,21,23,20,35,32,27,23
44,18,25,19,15,13,22,25,26,26,43,38,32,27
44,19,0,2,5,3,9,30,36,38,38,14,7,40
44,20,1,3,5,4,10,25,30,32,32,14,7,32
44,21,2,4,6,7,13,27,32,34,38,25,14,35
44,22,1,3,5,4,11,28,32,35,38,17,9,36
44,23,1,4,6,5,11,28,33,37,35,20,12,37
44,24,2,3,6,5,12,28,32,35,37,19,10,36
44,25,1,3,6,4,11,28,33,36,36,17,9,36
44,26,1,3,6,5,11,27,31,34,38,17,8,35
44,27,1,3,7,5,13,31,37,41,41,21,11,41
44,28,2,3,7,7,13,29,35,36,37,21,13,37
44,29,0,2,5,3,10,28,33,37,36,15,8,36
44,30,0,2,6,4,10,26,33,35,36,18,10,34
44,31,1,6,9,11,16,30,35,41,38,30,20,39
44,32,0,3,6,6,12,28,32,35,38,23,13,37
44,33,0,2,5,4,10,24,29,34,34,18,10,33
44,34,0,3,5,5,10,24,29,34,34,19,10,33
44,35,5,11,15,22,28,38,44,50,53,64,42,52
44,36,0,3,7,6,13,30,35,39,38,26,15,39
44,37,0,3,6,5,13,29,34,38,39,22,11,39
44,38,2,7,10,13,17,31,35,40,39,35,22,41
44,39,1,3,7,7,14,28,33,36,42,26,14,38
44,40,0,3,6,6,11,26,31,37,33,22,12,34
44,41,2,4,8,8,17,31,35,38,39,30,17,40
44,42,0,2,5,5,11,24,30,34,35,23,12,34
44,43,1,4,7,8,16,27,32,40,40,32,18,37
44,44,1,3,7,8,14,25,29,32,38,28,15,33
44,45,4,10,14,19,26,36,40,45,49,60,38,47
44,46,1,6,10,12,20,31,35,41,38,35,21,42
44,47,2,5,9,12,17,28,32,37,36,32,21,37
44,48,1,5,7,9,14,23,28,33,36,31,19,33
44,49,2,5,7,9,14,22,26,29,36,29,20,29
44,50,1,4,8,10,14,21,24,30,32,29,19,28
44,51,1,4,6,9,13,19,22,26,32,27,17,25
44,52,4,9,13,19,26,37,41,49,48,52,33,49
44,53,0,3,5,6,11,19,22,25,27,25,16,25
44,54,4,8,13,18,28,36,42,52,51,66,39,51
44,55,5,9,13,19,28,38,44,48,58,67,41,53
44,56,7,12,18,23,35,53,60,68,74,84,49,70
44,57,1,3,5,6,11,20,24,26,31,24,14,28
44,58,4,6,9,11,17,28,32,36,39,35,23,37
44,59,7,12,17,23,33,41,44,51,59,56,43,49
44,60,5,9,13,19,27,37,43,51,58,67,39,54
44,61,8,15,22,32,40,49,55,66,69,81,55,67
44,62,5,9,14,18,29,53,60,65,70,64,38,69
44,63,5,9,13,18,27,40,46,54,53,52,32,55
44,64,7,11,19,22,35,54,63,71,80,74,46,75
44,65,6,10,15,20,29,46,53,64,68,67,39,65
44,66,5,9,14,19,27,37,42,49,50,50,31,50
44,67,6,11,17,25,36,48,55,65,69,71,43,67
44,68,7,12,17,25,35,46,53,62,72,81,48,65
44,69,6,11,17,27,36,48,55,66,70,74,43,66
44,70,7,12,17,27,35,46,52,62,71,83,48,65
44,71,6,11,17,21,33,50,59,66,71,77,47,67
44,72,9,16,23,30,38,54,60,68,74,88,59,69
44,73,18,22,31,46,57,68,77,85,92,90,60,85
44,74,11,16,22,30,39,53,61,69,72,78,53,71
44,75,7,10,14,20,26,35,40,43,57,61,43,47
44,76,8,12,18,26,34,44,50,56,63,77,49,59
44,77,7,12,17,23,29,40,47,53,58,70,45,56
44,78,6,11,16,22,30,42,47,57,55,73,47,56
44,79,8,13,19,26,33,44,49,55,55,72,46,57
44,80,20,25,34,49,56,62,67,75,69,88,67,72
44,81,16,21,29,34,41,46,49,53,55,76,68,53
44,82,9,15,20,29,36,43,48,56,55,83,60,56
44,83,6,11,15,23,28,37,42,50,49,73,45,51
44,84,14,21,25,29,33,40,44,50,47,48,40,47
44,85,10,16,21,26,31,37,40,44,46,47,41,44
44,86,4,8,15,23,32,43,49,57,56,75,50,57
44,87,0,2,5,6,15,20,23,24,34,29,17,29
44,88,8,15,20,23,28,35,39,47,47,55,42,43
44,89,5,14,20,26,35,46,52,60,60,80,56,61
44,90,8,17,24,33,40,46,52,60,59,89,66,60
44,91,6,13,19,28,34,41,46,54,55,87,61,54
44,92,6,13,19,27,35,42,48,56,58,92,64,57
44,93,6,11,17,25,34,44,49,57,62,88,55,59
44,94,6,12,19,28,34,41,46,55,55,84,52,54
44,95,6,12,18,25,33,43,48,58,57,87,59,58
44,96,4,12,18,24,33,45,49,58,59,78,52,58
44,97,9,19,29,35,36,42,46,54,56,78,58,54
44,98,4,10,16,24,31,42,47,57,49,81,55,56
44,99,8,15,21,29,31,36,40,47,46,83,60,47
44,100,7,16,24,34,38,45,49,58,59,88,62,58
44,101,12,23,37,49,58,69,75,86,83,90,66,84
44,102,11,16,23,34,43,60,66,74,75,82,59,75
44,103,9,19,28,42,46,50,55,62,63,92,68,62
44,104,10,21,31,44,50,54,58,66,65,97,71,66
44,105,6,15,22,33,38,41,45,51,50,90,75,53
44,106,9,19,28,42,47,53,57,66,65,100,78,67
44,107,12,21,29,42,47,50,55,61,60,101,78,62
44,108,10,17,24,36,41,47,51,58,58,87,71,58
44,109,9,18,26,39,43,50,54,61,61,91,72,61
44,110,12,21,29,42,49,54,61,68,70,89,63,71
44,111,10,19,26,39,46,55,60,65,70,92,73,67
44,112,10,21,29,39,45,54,59,68,64,86,66,68
44,113,8,17,25,37,42,46,49,57,55,93,76,57
44,114,14,21,30,44,54,68,76,83,86,87,60,86
44,115,8,15,21,33,37,44,49,55,56,81,64,57
44,116,4,11,16,24,31,41,46,51,53,85,58,54
44,117,12,22,32,46,51,54,60,67,66,100,75,68
44,118,4,10,15,22,30,48,55,62,60,80,61,64
44,119,7,18,28,43,50,55,59,66,66,93,67,68
44,120,9,19,28,42,48,52,57,65,64,104,77,64
44,121,10,19,28,41,47,51,56,63,62,91,70,64
44,122,12,18,25,36,41,45,50,55,61,90,69,57
44,123,9,17,25,36,43,49,53,59,59,90,70,60
44,124,8,18,26,40,43,46,51,58,54,94,76,58
44,125,7,14,21,28,35,50,57,65,65,77,56,66
45,1,3,7,10,12,18,30,35,39,42,37,24,39
45,2,13,12,15,17,21,32,35,41,49,41,34,40
45,3,30,28,22,16,19,21,23,21,22,10,9,20
45,4,5,5,8,5,13,39,47,50,55,18,9,54
45,5,1,3,5,3,9,29,35,38,39,12,6,38
45,6,1,2,4,3,7,20,23,24,29,11,6,26
45,7,1,3,5,4,10,27,32,34,36,13,7,35
45,8,6,7,11,11,20,34,39,43,44,36,25,43
45,9,14,9,13,14,21,32,36,39,42,36,27,40
45,10,16,24,27,31,31,32,34,38,48,54,52,38
45,11,31,34,32,34,35,38,40,41,52,69,68,45
45,12,26,26,29,31,36,38,37,38,51,51,53,38
45,13,34,29,28,23,21,23,22,23,46,18,17,21
45,14,30,33,37,40,45,47,49,54,61,80,78,54
45,15,22,22,26,31,37,40,43,46,53,73,72,49
45,16,17,18,21,26,29,32,34,38,42,64,66,39
45,17,9,12,15,21,26,35,40,46,47,60,47,47
45,18,30,35,38,43,46,49,51,58,64,85,81,57
45,19,3,8,11,14,17,38,42,47,47,28,19,45
45,20,1,2,5,4,11,30,34,36,37,16,8,38
45,21,1,3,7,6,13,29,33,37,39,22,12,37
45,22,1,3,6,4,12,31,36,38,38,17,9,38
45,23,1,3,6,4,11,30,35,38,41,13,6,39
45,24,1,3,4,3,8,27,33,36,38,10,5,37
45,25,0,2,5,4,11,30,35,38,39,15,7,38
45,26,1,2,5,4,10,26,31,35,35,15,8,34
45,27,1,3,6,5,11,27,32,34,34,18,10,35
45,28,1,3,6,6,12,27,31,34,35,23,14,34
45,29,0,3,5,3,7,24,30,36,33,11,6,32
45,30,0,2,5,4,10,30,37,40,38,17,9,40
45,31,0,2,5,3,11,28,34,38,38,17,9,37
45,32,1,4,8,8,15,31,35,43,43,29,17,40
45,33,0,3,7,7,14,31,37,42,38,25,14,41
45,34,1,4,7,7,15,29,33,36,39,30,18,38
45,35,1,5,9,11,19,38,44,51,49,39,21,51
45,36,3,8,12,18,23,32,36,45,48,52,31,44
45,37,0,3,6,6,13,27,32,37,36,23,12,36
45,38,0,3,6,6,12,27,33,37,37,24,12,36
45,39,6,12,17,24,30,36,41,49,51,68,45,49
45,40,3,6,10,13,22,32,37,43,47,45,26,45
45,41,0,2,5,5,10,25,28,33,34,21,11,33
45,42,0,3,5,5,12,26,30,33,40,23,12,35
45,43,0,3,6,7,13,28,34,39,39,25,13,39
45,44,1,6,10,13,21,38,43,52,49,43,26,52
45,45,1,8,14,19,25,36,41,44,43,48,30,48
45,46,0,3,6,7,14,26,31,34,37,23,14,35
45,47,0,4,7,8,14,25,28,33,31,24,14,33
45,48,0,2,5,5,9,18,21,23,25,21,12,23
45,49,3,7,10,14,20,28,32,38,39,39,26,38
45,50,2,5,9,11,17,29,33,37,39,35,21,39
45,51,1,6,9,12,17,23,26,31,31,35,23,31
45,52,2,6,9,12,16,23,27,32,34,34,23,31
45,53,2,6,9,12,17,27,30,34,37,38,24,37
45,54,7,13,17,24,32,41,46,53,55,75,50,54
45,55,2,5,8,10,14,22,25,30,30,30,19,30
45,56,2,7,11,14,22,36,42,46,51,51,30,51
45,57,2,3,5,7,12,23,28,27,35,28,16,31
45,58,3,6,10,12,19,29,34,37,43,36,23,41
45,59,6,11,17,22,32,46,53,60,57,64,39,62
45,60,8,12,18,26,35,45,49,56,59,70,51,59
45,61,6,11,17,23,32,45,53,60,69,76,48,62
45,62,6,9,15,20,27,39,45,55,60,65,40,56
45,63,7,12,18,25,35,51,58,65,73,77,48,69
45,64,8,12,17,24,33,47,53,62,68,73,48,62
45,65,7,12,19,23,35,60,69,78,83,74,46,79
45,66,7,12,18,25,34,47,54,63,67,71,43,63
45,67,5,9,13,19,27,37,42,49,56,53,32,51
45,68,6,10,15,21,30,40,45,52,58,57,36,54
45,69,6,11,16,24,33,44,50,59,68,72,43,61
45,70,5,11,17,24,32,41,48,56,58,62,39,57
45,71,7,12,17,23,32,44,50,61,68,72,44,60
45,72,10,16,23,31,39,56,64,69,74,91,66,74
45,73,22,35,48,72,81,86,93,105,103,105,70,104
45,74,11,19,28,44,49,55,60,68,72,93,67,69
45,75,6,10,15,21,29,44,51,59,69,75,46,62
45,76,9,15,21,27,37,55,63,71,73,85,55,72
45,77,9,13,18,24,30,41,47,54,58,78,53,55
45,78,7,12,17,25,32,38,43,52,55,73,46,53
45,79,8,12,17,23,31,41,47,54,55,73,48,55
45,80,4,9,15,18,29,41,45,54,59,64,35,55
45,81,18,33,45,64,67,73,76,84,73,99,68,83
45,82,12,14,21,28,37,53,60,64,67,87,57,69
45,83,13,17,23,29,37,49,57,64,63,79,65,64
45,84,6,10,14,23,28,36,41,48,49,72,44,51
45,85,11,15,21,26,32,42,46,54,55,71,49,54
45,86,13,15,22,27,37,47,52,59,58,76,57,56
45,87,5,12,17,24,32,44,49,56,56,79,59,56
45,88,0,6,11,18,24,27,32,39,36,52,34,41
45,89,5,11,16,23,30,41,48,55,55,78,53,55
45,90,6,13,18,27,33,42,47,55,55,82,54,55
45,91,5,11,17,25,29,40,44,53,48,80,51,52
45,92,2,9,14,21,28,37,43,50,49,73,49,51
45,93,2,8,15,24,33,43,50,59,59,78,48,60
45,94,2,9,15,24,31,42,48,57,56,66,44,57
45,95,1,8,13,20,27,39,47,51,56,68,41,55
45,96,1,8,18,21,37,71,85,92,100,68,39,101
45,97,4,8,14,20,28,38,44,51,48,73,45,52
45,98,5,13,19,27,34,44,48,56,56,76,59,56
45,99,3,7,12,18,24,32,36,43,41,67,46,44
45,100,7,16,22,32,36,43,47,54,53,85,65,54
45,101,9,18,24,35,37,41,46,52,54,92,73,53
45,102,15,28,39,55,62,69,74,85,84,104,76,84
45,103,11,23,32,46,51,57,61,71,67,99,76,70
45,104,10,21,30,45,50,56,60,68,66,98,74,69
45,105,11,20,28,42,49,54,59,66,67,97,74,66
45,106,11,20,29,44,50,55,60,68,71,102,76,69
45,107,10,20,28,40,44,48,52,60,61,97,76,60
45,108,10,19,27,40,45,49,54,60,61,98,77,61
