Category,LandType,ImageX,ImageY,Band01,Band02,Band03,Band04,Band05,Band06,Band07,Band08,Band8A,Band09,Band11,Band12
2,Grassland,1287,607,9.0,14.0,20.0,28.0,37.0,49.0,56.0,65.0,72.0,83.0,54.0,67.0
2,Grassland,1287,612,8.0,13.0,18.0,26.0,34.0,44.0,49.0,57.0,66.0,81.0,51.0,60.0
2,Grassland,1292,597,8.0,13.0,18.0,26.0,35.0,47.0,54.0,62.0,70.0,83.0,53.0,64.0
2,Grassland,1292,602,8.0,13.0,18.0,27.0,35.0,47.0,54.0,63.0,72.0,88.0,56.0,64.0
2,Grassland,1292,607,7.0,12.0,18.0,26.0,35.0,45.0,51.0,61.0,68.0,79.0,48.0,62.0
2,Grassland,1292,612,8.0,13.0,19.0,28.0,37.0,46.0,53.0,60.0,68.0,80.0,49.0,64.0
2,Grassland,1297,597,8.0,16.0,21.0,28.0,33.0,43.0,50.0,63.0,67.0,78.0,50.0,61.0
2,Grassland,1297,602,8.0,12.0,17.0,25.0,33.0,42.0,49.0,57.0,66.0,82.0,52.0,60.0
2,Grassland,1297,607,7.0,14.0,19.0,28.0,36.0,46.0,52.0,61.0,66.0,80.0,53.0,63.0
2,Grassland,1297,612,7.0,11.0,16.0,25.0,33.0,43.0,50.0,56.0,67.0,69.0,41.0,61.0
2,Grassland,1302,597,10.0,19.0,25.0,31.0,36.0,38.0,40.0,45.0,41.0,66.0,61.0,43.0
2,Grassland,1302,602,8.0,12.0,18.0,26.0,34.0,46.0,54.0,62.0,67.0,83.0,54.0,64.0
2,Grassland,1302,607,8.0,13.0,19.0,26.0,35.0,47.0,54.0,62.0,67.0,79.0,49.0,65.0
2,Grassland,1302,612,8.0,13.0,18.0,27.0,36.0,45.0,52.0,60.0,70.0,78.0,46.0,62.0
3,Forest,744,1440,1.0,10.0,14.0,19.0,19.0,30.0,35.0,46.0,38.0,38.0,25.0,41.0
3,Forest,744,1445,0.0,5.0,6.0,8.0,15.0,28.0,33.0,37.0,35.0,27.0,17.0,38.0
3,Forest,744,1450,0.0,1.0,4.0,3.0,8.0,24.0,29.0,31.0,35.0,13.0,6.0,32.0
3,Forest,744,1455,0.0,1.0,4.0,3.0,9.0,26.0,30.0,33.0,33.0,13.0,6.0,33.0
3,Forest,749,1440,0.0,2.0,5.0,4.0,11.0,24.0,29.0,31.0,34.0,18.0,9.0,32.0
3,Forest,749,1445,1.0,6.0,11.0,12.0,19.0,37.0,42.0,51.0,46.0,29.0,16.0,48.0
3,Forest,749,1450,0.0,1.0,4.0,3.0,8.0,25.0,30.0,34.0,34.0,12.0,6.0,32.0
3,Forest,749,1455,0.0,1.0,4.0,3.0,9.0,27.0,31.0,33.0,35.0,12.0,6.0,34.0
3,Forest,754,1440,0.0,1.0,4.0,2.0,7.0,20.0,24.0,28.0,32.0,13.0,6.0,26.0
3,Forest,754,1445,1.0,2.0,5.0,5.0,11.0,29.0,33.0,35.0,50.0,17.0,9.0,36.0
3,Forest,754,1450,0.0,2.0,5.0,5.0,11.0,30.0,34.0,36.0,38.0,18.0,10.0,37.0
3,Forest,754,1455,0.0,1.0,4.0,3.0,9.0,27.0,31.0,32.0,36.0,12.0,5.0,34.0
3,Forest,759,1440,0.0,1.0,4.0,3.0,8.0,22.0,26.0,28.0,34.0,13.0,7.0,29.0
3,Forest,759,1445,2.0,5.0,9.0,10.0,20.0,38.0,46.0,53.0,54.0,36.0,20.0,53.0
3,Forest,759,1450,0.0,2.0,5.0,4.0,11.0,28.0,34.0,36.0,36.0,17.0,8.0,36.0
3,Forest,759,1455,0.0,2.0,5.0,4.0,10.0,27.0,32.0,34.0,33.0,14.0,7.0,35.0
3,Forest,755,1299,0.0,1.0,4.0,3.0,9.0,28.0,34.0,36.0,35.0,14.0,6.0,37.0
3,Forest,755,1304,0.0,1.0,5.0,4.0,9.0,26.0,30.0,34.0,35.0,14.0,7.0,34.0
3,Forest,755,1309,0.0,2.0,5.0,4.0,11.0,27.0,31.0,34.0,35.0,18.0,9.0,34.0
3,Forest,755,1314,0.0,2.0,5.0,4.0,10.0,27.0,31.0,34.0,33.0,16.0,8.0,34.0
3,Forest,760,1299,0.0,2.0,5.0,5.0,11.0,27.0,32.0,37.0,35.0,18.0,9.0,35.0
3,Forest,760,1304,0.0,2.0,4.0,4.0,9.0,27.0,31.0,33.0,33.0,15.0,8.0,35.0
3,Forest,760,1309,0.0,2.0,4.0,4.0,10.0,27.0,33.0,35.0,33.0,15.0,7.0,35.0
3,Forest,760,1314,1.0,3.0,6.0,6.0,12.0,25.0,29.0,32.0,34.0,24.0,14.0,32.0
3,Forest,765,1299,0.0,2.0,5.0,5.0,11.0,25.0,30.0,34.0,33.0,17.0,9.0,33.0
3,Forest,765,1304,0.0,2.0,4.0,3.0,10.0,27.0,32.0,33.0,35.0,14.0,6.0,35.0
3,Forest,765,1309,0.0,2.0,5.0,4.0,11.0,29.0,35.0,38.0,37.0,18.0,9.0,39.0
3,Forest,765,1314,0.0,2.0,4.0,3.0,9.0,24.0,30.0,33.0,33.0,13.0,6.0,32.0
3,Forest,770,1299,0.0,2.0,5.0,5.0,11.0,25.0,29.0,33.0,32.0,19.0,10.0,32.0
3,Forest,770,1304,0.0,3.0,5.0,5.0,12.0,26.0,30.0,34.0,35.0,21.0,11.0,34.0
3,Forest,770,1309,0.0,2.0,5.0,4.0,11.0,27.0,32.0,35.0,34.0,18.0,9.0,35.0
3,Forest,770,1314,0.0,2.0,5.0,4.0,10.0,26.0,31.0,34.0,34.0,16.0,7.0,34.0
3,Forest,756,1247,0.0,2.0,5.0,5.0,11.0,25.0,30.0,32.0,34.0,20.0,10.0,32.0
3,Forest,756,1252,0.0,3.0,6.0,7.0,14.0,26.0,30.0,33.0,35.0,24.0,13.0,33.0
3,Forest,756,1257,0.0,2.0,5.0,5.0,9.0,21.0,26.0,30.0,31.0,19.0,11.0,30.0
3,Forest,756,1262,0.0,1.0,5.0,3.0,10.0,24.0,28.0,32.0,33.0,16.0,8.0,30.0
3,Forest,761,1247,0.0,3.0,6.0,6.0,11.0,27.0,32.0,35.0,31.0,18.0,10.0,34.0
3,Forest,761,1252,0.0,3.0,5.0,7.0,9.0,20.0,22.0,28.0,29.0,20.0,11.0,26.0
3,Forest,761,1257,0.0,1.0,4.0,3.0,8.0,21.0,26.0,28.0,28.0,14.0,8.0,27.0
3,Forest,761,1262,0.0,2.0,5.0,3.0,10.0,28.0,32.0,36.0,35.0,15.0,8.0,36.0
3,Forest,766,1247,0.0,3.0,6.0,6.0,12.0,25.0,29.0,33.0,32.0,18.0,9.0,32.0
3,Forest,766,1252,0.0,1.0,4.0,3.0,9.0,24.0,28.0,33.0,30.0,11.0,5.0,31.0
3,Forest,766,1257,0.0,2.0,4.0,3.0,8.0,25.0,32.0,35.0,30.0,11.0,6.0,34.0
3,Forest,766,1262,0.0,2.0,4.0,3.0,10.0,27.0,33.0,36.0,35.0,14.0,7.0,36.0
3,Forest,771,1247,0.0,2.0,5.0,4.0,10.0,28.0,33.0,38.0,35.0,17.0,8.0,36.0
3,Forest,771,1252,0.0,2.0,4.0,3.0,10.0,30.0,34.0,36.0,34.0,14.0,6.0,37.0
3,Forest,771,1257,0.0,1.0,5.0,3.0,9.0,29.0,34.0,38.0,35.0,13.0,6.0,37.0
3,Forest,771,1262,0.0,1.0,4.0,2.0,8.0,24.0,30.0,33.0,32.0,12.0,5.0,32.0
3,Forest,736,1111,0.0,1.0,4.0,3.0,8.0,23.0,27.0,32.0,29.0,12.0,6.0,29.0
3,Forest,736,1116,0.0,2.0,4.0,3.0,9.0,24.0,30.0,33.0,33.0,13.0,6.0,32.0
3,Forest,736,1121,0.0,2.0,5.0,4.0,9.0,28.0,34.0,40.0,34.0,14.0,7.0,36.0
3,Forest,736,1126,0.0,2.0,6.0,5.0,13.0,35.0,40.0,44.0,41.0,18.0,9.0,44.0
3,Forest,741,1111,0.0,2.0,5.0,3.0,11.0,27.0,32.0,37.0,34.0,15.0,7.0,35.0
3,Forest,741,1116,0.0,2.0,4.0,3.0,8.0,24.0,29.0,33.0,33.0,13.0,6.0,31.0
3,Forest,741,1121,0.0,2.0,5.0,5.0,11.0,26.0,30.0,33.0,33.0,19.0,10.0,34.0
3,Forest,741,1126,0.0,3.0,6.0,5.0,11.0,29.0,34.0,40.0,34.0,19.0,10.0,38.0
3,Forest,746,1111,0.0,2.0,5.0,4.0,9.0,25.0,31.0,36.0,35.0,15.0,8.0,33.0
3,Forest,746,1116,0.0,2.0,4.0,3.0,10.0,27.0,33.0,35.0,32.0,15.0,7.0,35.0
3,Forest,746,1121,0.0,1.0,4.0,3.0,8.0,24.0,29.0,36.0,32.0,12.0,6.0,32.0
3,Forest,746,1126,0.0,2.0,5.0,4.0,10.0,25.0,29.0,31.0,35.0,17.0,9.0,32.0
3,Forest,751,1111,0.0,2.0,4.0,3.0,9.0,24.0,29.0,31.0,31.0,14.0,7.0,33.0
3,Forest,751,1116,0.0,1.0,3.0,2.0,7.0,22.0,28.0,31.0,32.0,9.0,4.0,30.0
3,Forest,751,1121,0.0,2.0,4.0,3.0,9.0,27.0,32.0,35.0,35.0,13.0,6.0,35.0
3,Forest,751,1126,0.0,2.0,4.0,3.0,7.0,22.0,28.0,31.0,33.0,12.0,6.0,30.0
3,Forest,556,1172,0.0,2.0,4.0,4.0,9.0,23.0,27.0,29.0,28.0,17.0,10.0,29.0
3,Forest,556,1177,2.0,3.0,6.0,6.0,15.0,29.0,35.0,38.0,46.0,21.0,11.0,39.0
3,Forest,556,1182,0.0,1.0,4.0,3.0,8.0,21.0,25.0,28.0,25.0,12.0,7.0,27.0
3,Forest,556,1187,0.0,2.0,4.0,3.0,9.0,23.0,27.0,30.0,28.0,16.0,9.0,29.0
3,Forest,561,1172,0.0,2.0,5.0,4.0,9.0,23.0,27.0,30.0,28.0,16.0,10.0,29.0
3,Forest,561,1177,0.0,2.0,4.0,4.0,9.0,22.0,25.0,27.0,26.0,17.0,11.0,27.0
3,Forest,561,1182,0.0,2.0,4.0,4.0,9.0,24.0,27.0,28.0,28.0,16.0,9.0,30.0
3,Forest,561,1187,0.0,2.0,4.0,4.0,9.0,23.0,27.0,30.0,28.0,16.0,9.0,30.0
3,Forest,566,1172,0.0,2.0,4.0,3.0,8.0,24.0,27.0,28.0,29.0,12.0,6.0,30.0
3,Forest,566,1177,1.0,3.0,6.0,5.0,12.0,26.0,30.0,31.0,33.0,22.0,12.0,34.0
3,Forest,566,1182,1.0,2.0,5.0,5.0,12.0,27.0,31.0,33.0,35.0,20.0,12.0,35.0
3,Forest,566,1187,0.0,2.0,4.0,3.0,8.0,21.0,25.0,27.0,28.0,15.0,8.0,27.0
3,Forest,571,1172,7.0,13.0,17.0,21.0,27.0,38.0,42.0,47.0,46.0,53.0,38.0,48.0
3,Forest,571,1177,1.0,6.0,9.0,11.0,15.0,28.0,32.0,37.0,34.0,24.0,16.0,35.0
3,Forest,571,1182,4.0,8.0,12.0,17.0,24.0,35.0,39.0,45.0,42.0,50.0,31.0,45.0
3,Forest,571,1187,0.0,2.0,5.0,4.0,9.0,23.0,26.0,29.0,28.0,16.0,9.0,28.0
3,Forest,408,779,0.0,2.0,5.0,3.0,9.0,27.0,32.0,34.0,40.0,10.0,5.0,36.0
3,Forest,408,784,0.0,4.0,6.0,4.0,11.0,36.0,44.0,46.0,45.0,14.0,7.0,46.0
3,Forest,408,789,0.0,3.0,3.0,2.0,7.0,21.0,27.0,30.0,42.0,8.0,4.0,28.0
3,Forest,408,794,0.0,4.0,7.0,5.0,14.0,41.0,52.0,55.0,52.0,15.0,8.0,56.0
3,Forest,413,779,1.0,3.0,7.0,5.0,13.0,33.0,38.0,41.0,40.0,18.0,10.0,41.0
3,Forest,413,784,1.0,3.0,7.0,6.0,13.0,30.0,35.0,39.0,37.0,20.0,11.0,38.0
3,Forest,413,789,1.0,3.0,6.0,4.0,12.0,32.0,37.0,40.0,38.0,17.0,9.0,39.0
3,Forest,413,794,2.0,8.0,12.0,12.0,24.0,44.0,51.0,61.0,47.0,33.0,20.0,58.0
3,Forest,418,779,1.0,3.0,7.0,6.0,13.0,33.0,37.0,41.0,40.0,20.0,11.0,41.0
3,Forest,418,784,1.0,3.0,7.0,5.0,13.0,31.0,35.0,38.0,37.0,19.0,11.0,38.0
3,Forest,418,789,1.0,3.0,6.0,5.0,11.0,30.0,35.0,38.0,38.0,16.0,8.0,37.0
3,Forest,418,794,1.0,2.0,6.0,4.0,11.0,30.0,34.0,37.0,37.0,16.0,8.0,37.0
3,Forest,423,779,1.0,3.0,5.0,4.0,11.0,27.0,32.0,34.0,36.0,17.0,9.0,34.0
3,Forest,423,784,1.0,3.0,7.0,5.0,13.0,34.0,39.0,42.0,41.0,18.0,10.0,41.0
3,Forest,423,789,1.0,3.0,6.0,5.0,12.0,29.0,33.0,36.0,37.0,19.0,10.0,36.0
3,Forest,423,794,1.0,3.0,6.0,5.0,12.0,30.0,35.0,38.0,38.0,17.0,9.0,38.0
3,Forest,396,520,0.0,2.0,4.0,3.0,8.0,23.0,27.0,31.0,29.0,10.0,5.0,29.0
3,Forest,396,525,2.0,3.0,6.0,7.0,12.0,28.0,32.0,36.0,36.0,23.0,13.0,36.0
3,Forest,396,530,2.0,3.0,6.0,6.0,13.0,28.0,32.0,37.0,37.0,23.0,12.0,37.0
3,Forest,396,535,0.0,2.0,3.0,3.0,8.0,21.0,26.0,27.0,33.0,12.0,6.0,28.0
3,Forest,401,520,0.0,2.0,5.0,4.0,10.0,28.0,31.0,33.0,39.0,14.0,6.0,33.0
3,Forest,401,525,0.0,3.0,6.0,5.0,12.0,28.0,33.0,37.0,36.0,18.0,10.0,37.0
3,Forest,401,530,0.0,2.0,3.0,2.0,7.0,19.0,24.0,24.0,29.0,12.0,6.0,25.0
3,Forest,401,535,2.0,4.0,8.0,8.0,14.0,32.0,36.0,41.0,39.0,24.0,14.0,40.0
3,Forest,406,520,1.0,4.0,7.0,6.0,14.0,34.0,39.0,43.0,44.0,20.0,11.0,43.0
3,Forest,406,525,0.0,2.0,5.0,4.0,9.0,26.0,33.0,34.0,41.0,13.0,7.0,34.0
3,Forest,406,530,0.0,2.0,5.0,4.0,10.0,26.0,32.0,32.0,34.0,14.0,7.0,34.0
3,Forest,406,535,0.0,3.0,6.0,4.0,11.0,28.0,32.0,35.0,33.0,16.0,9.0,35.0
3,Forest,411,520,0.0,3.0,6.0,4.0,12.0,32.0,37.0,40.0,40.0,15.0,7.0,40.0
3,Forest,411,525,0.0,3.0,5.0,4.0,10.0,28.0,34.0,36.0,38.0,14.0,7.0,37.0
3,Forest,411,530,0.0,2.0,5.0,4.0,10.0,26.0,31.0,33.0,34.0,14.0,7.0,34.0
3,Forest,411,535,0.0,2.0,4.0,3.0,9.0,23.0,26.0,28.0,32.0,14.0,8.0,29.0
3,Forest,350,438,0.0,2.0,3.0,2.0,7.0,22.0,27.0,31.0,38.0,10.0,4.0,29.0
3,Forest,350,443,0.0,4.0,6.0,5.0,9.0,28.0,34.0,45.0,40.0,15.0,7.0,37.0
3,Forest,350,448,0.0,1.0,2.0,2.0,6.0,25.0,29.0,22.0,34.0,12.0,7.0,31.0
3,Forest,350,453,0.0,2.0,3.0,2.0,5.0,14.0,19.0,21.0,31.0,10.0,6.0,20.0
3,Forest,355,438,0.0,3.0,5.0,3.0,8.0,24.0,29.0,34.0,37.0,10.0,6.0,30.0
3,Forest,355,443,0.0,3.0,6.0,5.0,12.0,34.0,40.0,44.0,41.0,17.0,9.0,47.0
3,Forest,355,448,0.0,3.0,6.0,4.0,13.0,36.0,42.0,45.0,44.0,16.0,8.0,48.0
3,Forest,355,453,0.0,3.0,6.0,5.0,11.0,36.0,42.0,46.0,41.0,16.0,9.0,45.0
3,Forest,360,438,1.0,2.0,4.0,3.0,7.0,18.0,23.0,22.0,34.0,11.0,6.0,25.0
3,Forest,360,443,0.0,2.0,5.0,3.0,8.0,23.0,28.0,30.0,41.0,13.0,6.0,30.0
3,Forest,360,448,0.0,3.0,5.0,4.0,9.0,24.0,29.0,34.0,34.0,16.0,8.0,33.0
3,Forest,360,453,1.0,2.0,4.0,3.0,10.0,25.0,30.0,29.0,34.0,16.0,8.0,34.0
3,Forest,365,438,1.0,3.0,6.0,5.0,11.0,28.0,32.0,36.0,37.0,18.0,10.0,35.0
3,Forest,365,443,1.0,3.0,6.0,6.0,11.0,28.0,34.0,33.0,31.0,18.0,10.0,37.0
3,Forest,365,448,1.0,2.0,5.0,4.0,10.0,26.0,31.0,33.0,32.0,16.0,7.0,35.0
3,Forest,365,453,1.0,2.0,4.0,3.0,8.0,22.0,27.0,28.0,35.0,13.0,6.0,29.0
3,Forest,595,734,1.0,3.0,6.0,4.0,12.0,31.0,36.0,37.0,39.0,17.0,9.0,40.0
3,Forest,595,739,0.0,2.0,4.0,3.0,8.0,26.0,33.0,34.0,35.0,11.0,5.0,35.0
3,Forest,595,744,0.0,2.0,5.0,3.0,11.0,30.0,36.0,39.0,36.0,15.0,6.0,39.0
3,Forest,595,749,0.0,2.0,5.0,4.0,10.0,28.0,33.0,37.0,38.0,16.0,8.0,36.0
3,Forest,600,734,1.0,2.0,4.0,4.0,9.0,21.0,26.0,28.0,30.0,16.0,9.0,29.0
3,Forest,600,739,1.0,4.0,7.0,7.0,13.0,28.0,33.0,36.0,35.0,21.0,11.0,36.0
3,Forest,600,744,1.0,4.0,7.0,8.0,13.0,29.0,32.0,37.0,37.0,23.0,13.0,37.0
3,Forest,600,749,0.0,2.0,5.0,4.0,10.0,26.0,30.0,34.0,34.0,15.0,8.0,33.0
3,Forest,605,734,1.0,3.0,6.0,4.0,11.0,30.0,35.0,38.0,37.0,15.0,8.0,38.0
3,Forest,605,739,0.0,2.0,5.0,4.0,10.0,27.0,30.0,33.0,34.0,16.0,8.0,33.0
3,Forest,605,744,0.0,2.0,4.0,3.0,8.0,20.0,25.0,25.0,27.0,13.0,7.0,27.0
3,Forest,605,749,0.0,3.0,6.0,7.0,13.0,26.0,30.0,34.0,29.0,22.0,12.0,33.0
3,Forest,610,734,1.0,3.0,6.0,5.0,11.0,29.0,34.0,38.0,37.0,16.0,8.0,37.0
3,Forest,610,739,0.0,3.0,6.0,5.0,12.0,31.0,37.0,41.0,36.0,16.0,8.0,40.0
3,Forest,610,744,0.0,3.0,5.0,4.0,8.0,23.0,28.0,30.0,36.0,15.0,8.0,30.0
3,Forest,610,749,0.0,2.0,4.0,2.0,7.0,24.0,29.0,31.0,32.0,11.0,5.0,32.0
3,Forest,206,70,0.0,3.0,5.0,4.0,9.0,25.0,29.0,32.0,33.0,16.0,8.0,32.0
3,Forest,206,75,0.0,3.0,5.0,3.0,9.0,25.0,28.0,31.0,31.0,14.0,7.0,31.0
3,Forest,206,80,5.0,9.0,12.0,19.0,24.0,31.0,36.0,44.0,47.0,58.0,35.0,45.0
3,Forest,206,85,5.0,11.0,15.0,22.0,27.0,33.0,38.0,46.0,46.0,63.0,39.0,47.0
3,Forest,211,70,0.0,3.0,5.0,4.0,9.0,26.0,30.0,32.0,32.0,14.0,7.0,32.0
3,Forest,211,75,0.0,2.0,5.0,4.0,9.0,25.0,29.0,32.0,32.0,15.0,8.0,32.0
3,Forest,211,80,1.0,3.0,6.0,4.0,11.0,26.0,31.0,34.0,33.0,17.0,9.0,34.0
3,Forest,211,85,3.0,6.0,9.0,11.0,16.0,24.0,27.0,37.0,40.0,32.0,18.0,35.0
3,Forest,216,70,0.0,3.0,5.0,4.0,10.0,26.0,29.0,32.0,31.0,15.0,8.0,32.0
3,Forest,216,75,0.0,3.0,6.0,4.0,9.0,25.0,30.0,33.0,33.0,15.0,8.0,32.0
3,Forest,216,80,0.0,3.0,5.0,4.0,9.0,23.0,28.0,32.0,32.0,16.0,8.0,31.0
3,Forest,216,85,0.0,2.0,5.0,3.0,8.0,22.0,26.0,30.0,29.0,11.0,6.0,29.0
3,Forest,221,70,0.0,2.0,4.0,3.0,8.0,24.0,29.0,31.0,31.0,13.0,6.0,32.0
3,Forest,221,75,0.0,3.0,5.0,3.0,9.0,23.0,27.0,29.0,30.0,14.0,7.0,30.0
3,Forest,221,80,0.0,3.0,5.0,3.0,7.0,22.0,27.0,30.0,31.0,13.0,7.0,29.0
3,Forest,221,85,0.0,3.0,5.0,3.0,9.0,27.0,31.0,34.0,31.0,15.0,8.0,34.0
4,Water,636,63,4.0,8.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4,Water,636,68,4.0,8.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4,Water,636,73,4.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,636,78,5.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,Water,641,63,4.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,Water,641,68,4.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,Water,641,73,4.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,Water,641,78,4.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,646,63,5.0,8.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,646,68,5.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,Water,646,73,4.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,Water,646,78,4.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,651,63,5.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,651,68,4.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,651,73,4.0,8.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,Water,651,78,4.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,591,85,4.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,591,90,4.0,8.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,591,95,4.0,8.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,591,100,4.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,596,85,4.0,8.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,596,90,4.0,8.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,596,95,4.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,596,100,4.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,Water,601,85,4.0,8.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,Water,601,90,4.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,Water,601,95,4.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,601,100,4.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,Water,606,85,4.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,Water,606,90,4.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,606,95,4.0,7.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4,Water,606,100,4.0,8.0,7.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0
4,Water,1512,586,1.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,1512,591,1.0,4.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,1512,596,1.0,4.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4,Water,1512,601,2.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0
4,Water,1517,586,1.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,1517,591,1.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,1517,596,1.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,1517,601,1.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4,Water,1522,586,1.0,4.0,6.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0
4,Water,1522,591,1.0,4.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4,Water,1522,596,1.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,1522,601,1.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,Water,1527,586,8.0,13.0,18.0,26.0,36.0,54.0,62.0,69.0,63.0,71.0,45.0,75.0
4,Water,1527,591,4.0,5.0,8.0,5.0,8.0,9.0,9.0,8.0,25.0,10.0,7.0,11.0
4,Water,1527,596,1.0,4.0,6.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4,Water,1527,601,1.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
4,Water,1967,463,1.0,8.0,14.0,15.0,17.0,28.0,32.0,38.0,37.0,28.0,22.0,34.0
4,Water,1967,468,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,1967,473,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,1967,478,5.0,12.0,18.0,19.0,18.0,34.0,43.0,36.0,42.0,28.0,14.0,48.0
4,Water,1972,463,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
4,Water,1972,468,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,1972,473,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,1972,478,2.0,3.0,9.0,10.0,17.0,23.0,23.0,22.0,43.0,27.0,20.0,25.0
4,Water,1977,463,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,1977,468,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,1977,473,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,1977,478,4.0,9.0,12.0,15.0,24.0,42.0,47.0,37.0,60.0,43.0,32.0,51.0
4,Water,1982,463,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,1982,468,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Water,1982,473,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
4,Water,1982,478,5.0,15.0,19.0,20.0,23.0,49.0,56.0,60.0,56.0,41.0,26.0,58.0
